village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.12.13.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,BULAK,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2004;open_data_jabar:32.12.13.2004;kodepos_dev:32.12.13.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4070;open_data_jabar:21867;kodepos_dev:4070,2026-08-11
32.12.13.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,BULAK LOR,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2005;open_data_jabar:32.12.13.2005;kodepos_dev:32.12.13.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4071;open_data_jabar:21868;kodepos_dev:4071,2026-08-11
32.12.13.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,JATIBARANG,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2006;open_data_jabar:32.12.13.2006;kodepos_dev:32.12.13.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4072;open_data_jabar:21870;kodepos_dev:4072,2026-08-11
32.12.13.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,KEBULEN,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2007;open_data_jabar:32.12.13.2007;kodepos_dev:32.12.13.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4073;open_data_jabar:21871;kodepos_dev:4073,2026-08-11
32.12.13.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,PAWIDEAN,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2008;open_data_jabar:32.12.13.2008;kodepos_dev:32.12.13.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4074;open_data_jabar:21872;kodepos_dev:4074,2026-08-11
32.12.13.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,JATISAWIT,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2009;open_data_jabar:32.12.13.2009;kodepos_dev:32.12.13.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4075;open_data_jabar:21873;kodepos_dev:4075,2026-08-11
32.12.13.2010,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,JATISAWIT LOR,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2010;open_data_jabar:32.12.13.2010;kodepos_dev:32.12.13.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4076;open_data_jabar:21874;kodepos_dev:4076,2026-08-11
32.12.13.2011,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,KRASAK,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2011;open_data_jabar:32.12.13.2011;kodepos_dev:32.12.13.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4077;open_data_jabar:21875;kodepos_dev:4077,2026-08-11
32.12.13.2012,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,KALIMATI,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2012;open_data_jabar:32.12.13.2012;kodepos_dev:32.12.13.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4078;open_data_jabar:21876;kodepos_dev:4078,2026-08-11
32.12.13.2013,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,MALANG SEMIRANG,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2013;open_data_jabar:32.12.13.2013;kodepos_dev:32.12.13.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4079;open_data_jabar:21877;kodepos_dev:4079,2026-08-11
32.12.13.2015,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.13,JATIBARANG,LOHBENER LOR,45273,,,,45273,45273,45273,45273,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.13.2015;open_data_jabar:32.12.13.2015;kodepos_dev:32.12.13.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4081;open_data_jabar:21879;kodepos_dev:4081,2026-08-11
32.12.15.1001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,BOJONGSARI,45214,,,,45214,45214,45214,45214,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1001;open_data_jabar:32.12.15.1001;kodepos_dev:32.12.15.1001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4092;open_data_jabar:21893;kodepos_dev:4092,2026-08-11
32.12.15.1002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,KEPANDEAN,45214,,,,45214,45214,45214,45214,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1002;open_data_jabar:32.12.15.1002;kodepos_dev:32.12.15.1002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4093;open_data_jabar:21894;kodepos_dev:4093,2026-08-11
32.12.15.1003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,KARANGMALANG,45213,,,,45213,45213,45213,45213,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1003;open_data_jabar:32.12.15.1003;kodepos_dev:32.12.15.1003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4094;open_data_jabar:21895;kodepos_dev:4094,2026-08-11
32.12.15.1004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,KARANGANYAR,45213,,,,45213,45213,45213,45213,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1004;open_data_jabar:32.12.15.1004;kodepos_dev:32.12.15.1004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4095;open_data_jabar:21896;kodepos_dev:4095,2026-08-11
32.12.15.1005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,LEMAHMEKAR,45212,,,,45212,45212,45212,45212,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1005;open_data_jabar:32.12.15.1005;kodepos_dev:32.12.15.1005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4096;open_data_jabar:21897;kodepos_dev:4096,2026-08-11
32.12.15.1006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,LEMAHABANG,45212,,,,45212,45212,45212,45212,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1006;open_data_jabar:32.12.15.1006;kodepos_dev:32.12.15.1006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4097;open_data_jabar:21898;kodepos_dev:4097,2026-08-11
32.12.15.1007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,MARGADADI,45211,,,,45211,45211,45211,45211,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1007;open_data_jabar:32.12.15.1007;kodepos_dev:32.12.15.1007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4098;open_data_jabar:21899;kodepos_dev:4098,2026-08-11
32.12.15.1008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,PAOMAN,45211,,,,45211,45211,45211,45211,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.1008;open_data_jabar:32.12.15.1008;kodepos_dev:32.12.15.1008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4099;open_data_jabar:21900;kodepos_dev:4099,2026-08-11
32.12.15.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,TELUKAGUNG,45215,,,,45215,45215,45215,45215,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2009;open_data_jabar:32.12.15.2009;kodepos_dev:32.12.15.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4100;open_data_jabar:21901;kodepos_dev:4100,2026-08-11
32.12.15.2010,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,PLUMBON,45215,,,,45215,45215,45215,45215,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2010;open_data_jabar:32.12.15.2010;kodepos_dev:32.12.15.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4101;open_data_jabar:21902;kodepos_dev:4101,2026-08-11
32.12.15.2011,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,DUKUH,45215,,,,45215,45215,45215,45215,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2011;open_data_jabar:32.12.15.2011;kodepos_dev:32.12.15.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4102;open_data_jabar:21904;kodepos_dev:4102,2026-08-11
32.12.15.2013,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,SINGARAJA,45218,,,,45218,45218,45218,45218,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2013;open_data_jabar:32.12.15.2013;kodepos_dev:32.12.15.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4104;open_data_jabar:21906;kodepos_dev:4104,2026-08-11
32.12.15.2014,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,SINGAJAYA,45218,,,,45218,45218,45218,45218,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2014;open_data_jabar:32.12.15.2014;kodepos_dev:32.12.15.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4105;open_data_jabar:21907;kodepos_dev:4105,2026-08-11
32.12.15.2015,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,PEKANDANGAN,45216,,,,45216,45216,45216,45216,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2015;open_data_jabar:32.12.15.2015;kodepos_dev:32.12.15.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4106;open_data_jabar:21908;kodepos_dev:4106,2026-08-11
32.12.15.2016,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,KARANGSONG,45219,,,,45219,45219,45219,45219,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2016;open_data_jabar:32.12.15.2016;kodepos_dev:32.12.15.2016,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4107;open_data_jabar:21909;kodepos_dev:4107,2026-08-11
32.12.15.2017,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,PABEAN UDIK,45219,,,,45219,45219,45219,45219,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2017;open_data_jabar:32.12.15.2017;kodepos_dev:32.12.15.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4108;open_data_jabar:21910;kodepos_dev:4108,2026-08-11
32.12.15.2020,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.15,INDRAMAYU,TAMBAK,45219,,,,45219,45219,45219,45219,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.15.2020;open_data_jabar:32.12.15.2020;kodepos_dev:32.12.15.2020,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4109;open_data_jabar:21911;kodepos_dev:4109,2026-08-11
32.12.16.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,PANYINDANGAN KULON,45225,,,,45225,45225,45225,45225,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2001;open_data_jabar:32.12.16.2001;kodepos_dev:32.12.16.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4110;open_data_jabar:21912;kodepos_dev:4110,2026-08-11
32.12.16.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,PANYINDANGAN WETAN,45225,,,,45225,45225,45225,45225,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2003;open_data_jabar:32.12.16.2003;kodepos_dev:32.12.16.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4112;open_data_jabar:21915;kodepos_dev:4112,2026-08-11
32.12.16.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,KENANGA,45226,,,,45226,45226,45226,45226,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2004;open_data_jabar:32.12.16.2004;kodepos_dev:32.12.16.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4113;open_data_jabar:21916;kodepos_dev:4113,2026-08-11
32.12.16.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,TERUSAN,45224,,,,45224,45224,45224,45224,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2005;open_data_jabar:32.12.16.2005;kodepos_dev:32.12.16.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4114;open_data_jabar:21917;kodepos_dev:4114,2026-08-11
32.12.16.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,DERMAYU,45223,,,,45223,45223,45223,45223,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2006;open_data_jabar:32.12.16.2006;kodepos_dev:32.12.16.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4115;open_data_jabar:21918;kodepos_dev:4115,2026-08-11
32.12.16.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,PENGANJANG,45221,,,,45221,45221,45221,45221,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2008;open_data_jabar:32.12.16.2008;kodepos_dev:32.12.16.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4117;open_data_jabar:21920;kodepos_dev:4117,2026-08-11
32.12.16.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,BABADAN,45227,,,,45227,45227,45227,45227,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2009;open_data_jabar:32.12.16.2009;kodepos_dev:32.12.16.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4118;open_data_jabar:21921;kodepos_dev:4118,2026-08-11
32.12.16.2014,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.16,SINDANG,WANANTARA,45227,,,,45227,45227,45227,45227,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.16.2014;open_data_jabar:32.12.16.2014;kodepos_dev:32.12.16.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4119;open_data_jabar:21922;kodepos_dev:4119,2026-08-11
32.12.18.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,KIAJARAN WETAN,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2001;open_data_jabar:32.12.18.2001;kodepos_dev:32.12.18.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4127;open_data_jabar:21931;kodepos_dev:4127,2026-08-11
32.12.18.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,KIAJARAN KULON,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2002;open_data_jabar:32.12.18.2002;kodepos_dev:32.12.18.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4128;open_data_jabar:21932;kodepos_dev:4128,2026-08-11
32.12.18.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,LANJAN,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2003;open_data_jabar:32.12.18.2003;kodepos_dev:32.12.18.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4129;open_data_jabar:21933;kodepos_dev:4129,2026-08-11
32.12.18.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,LANGUT,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2004;open_data_jabar:32.12.18.2004;kodepos_dev:32.12.18.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4130;open_data_jabar:21934;kodepos_dev:4130,2026-08-11
32.12.18.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,LARANGAN,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2005;open_data_jabar:32.12.18.2005;kodepos_dev:32.12.18.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4131;open_data_jabar:21935;kodepos_dev:4131,2026-08-11
32.12.18.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,WARU,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2006;open_data_jabar:32.12.18.2006;kodepos_dev:32.12.18.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4132;open_data_jabar:21937;kodepos_dev:4132,2026-08-11
32.12.18.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,LEGOK,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2007;open_data_jabar:32.12.18.2007;kodepos_dev:32.12.18.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4133;open_data_jabar:21938;kodepos_dev:4133,2026-08-11
32.12.18.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,BOJONGSLAWI,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2008;open_data_jabar:32.12.18.2008;kodepos_dev:32.12.18.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4134;open_data_jabar:21939;kodepos_dev:4134,2026-08-11
32.12.18.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,LOHBENER,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2009;open_data_jabar:32.12.18.2009;kodepos_dev:32.12.18.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4135;open_data_jabar:21940;kodepos_dev:4135,2026-08-11
32.12.18.2010,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,PAMAYAHAN,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2010;open_data_jabar:32.12.18.2010;kodepos_dev:32.12.18.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4136;open_data_jabar:21941;kodepos_dev:4136,2026-08-11
32.12.18.2011,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,SINDANGKERTA,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2011;open_data_jabar:32.12.18.2011;kodepos_dev:32.12.18.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4137;open_data_jabar:21942;kodepos_dev:4137,2026-08-11
32.12.18.2012,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.18,LOHBENER,RAMBATAN KULON,45252,,,,45252,45252,45252,45252,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.18.2012;open_data_jabar:32.12.18.2012;kodepos_dev:32.12.18.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4138;open_data_jabar:21943;kodepos_dev:4138,2026-08-11
32.12.20.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,RANJENG,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2001;open_data_jabar:32.12.20.2001;kodepos_dev:32.12.20.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4147;open_data_jabar:21953;kodepos_dev:4147,2026-08-11
32.12.20.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,KRIMUN,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2002;open_data_jabar:32.12.20.2002;kodepos_dev:32.12.20.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4148;open_data_jabar:21954;kodepos_dev:4148,2026-08-11
32.12.20.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,PUNTANG,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2003;open_data_jabar:32.12.20.2003;kodepos_dev:32.12.20.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4149;open_data_jabar:21955;kodepos_dev:4149,2026-08-11
32.12.20.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,PEGAGAN,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2004;open_data_jabar:32.12.20.2004;kodepos_dev:32.12.20.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4150;open_data_jabar:21956;kodepos_dev:4150,2026-08-11
32.12.20.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,RAJAIYANG,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2005;open_data_jabar:32.12.20.2005;kodepos_dev:32.12.20.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4151;open_data_jabar:21957;kodepos_dev:4151,2026-08-11
32.12.20.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,JANGGA,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2006;open_data_jabar:32.12.20.2006;kodepos_dev:32.12.20.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4152;open_data_jabar:21959;kodepos_dev:4152,2026-08-11
32.12.20.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,JUMBLENG,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2007;open_data_jabar:32.12.20.2007;kodepos_dev:32.12.20.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4153;open_data_jabar:21960;kodepos_dev:4153,2026-08-11
32.12.20.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.20,LOSARANG,PANGKALAN,45253,,,,45253,45253,45253,45253,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.20.2008;open_data_jabar:32.12.20.2008;kodepos_dev:32.12.20.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4154;open_data_jabar:21961;kodepos_dev:4154,2026-08-11
