village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.09.01.2010,Mekarsari,MEKARSARI,MEKARSARI,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2011,Waled Asem,WALED ASEM,WALED ASEM,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2012,Ambit,AMBIT,AMBIT,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2013,Ciuyah,CIUYAH,CIUYAH,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2014,Gunungsari,GUNUNGSARI,GUNUNGSARI,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2015,Karangsari,KARANGSARI,KARANGSARI,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2016,Cikulak Kidul,CIKULAK KIDUL,CIKULAK KIDUL,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2017,Cikulak,CIKULAK,CIKULAK,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2018,Cibogo,CIBOGO,CIBOGO,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.01.2019,Cisaat,CISAAT,CISAAT,45180,45687,45187,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.02.2008,Leuweunggajah,LEUWEUNGGAJAH,LEUWEUNGGAJAH,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2009,Tenjomaya,TENJOMAYA,TENJOMAYA,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2010,Damarguna,DAMARGUNA,DAMARGUNA,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2011,Jatiseeng,JATISEENG,JATISEENG,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2012,Jatiseeng Kidul,JATISEENG KIDUL,JATISEENG KIDUL,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2013,Ciledug Kulon,CILEDUG KULON,CILEDUG KULON,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2014,Ciledug Wetan,CILEDUG WETAN,CILEDUG WETAN,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2015,Ciledug Lor,CILEDUG LOR,CILEDUG LOR,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2016,Ciledug Tengah,CILEDUG TENGAH,CILEDUG TENGAH,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.02.2017,Bojongnegara,BOJONGNEGARA,BOJONGNEGARA,45188,45688,45188,different,different,match,api_matches_odj,yes,no,
32.09.03.2001,Astanalanggar,ASTANALANGGAR,ASTANALANGGAR,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2002,Barisan,BARISAN,BARISAN,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2003,Losari Kidul,LOSARI KIDUL,LOSARI KIDUL,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2004,Panggangsari,PANGGANGSARI,PANGGANGSARI,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2005,Losari Lor,LOSARI LOR,LOSARI LOR,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2006,Mulyasari,MULYASARI,MULYASARI,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2007,Kalirahayu,KALIRAHAYU,KALIRAHAYU,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2008,Kalisari,KALISARI,KALISARI,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2009,Ambulu,AMBULU,AMBULU,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.03.2010,Tawangsari,TAWANGSARI,TAWANGSARI,45192,45692,45192,different,different,match,api_matches_odj,yes,no,
32.09.04.2001,Pabedilan Kidul,PABEDILAN KIDUL,PABEDILAN KIDUL,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2002,Pabedilan Wetan,PABEDILAN WETAN,PABEDILAN WETAN,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2003,Pabedilan Kulon,PABEDILAN KULON,PABEDILAN KULON,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2004,Pabedilan Kaler,PABEDILAN KALER,PABEDILAN KALER,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2005,Silih Asih (Silihasih),SILIH ASIH,SILIH ASIH,45193,45693,45193,different,different,match,api_matches_odj,yes,yes,
32.09.04.2006,Tersana,TERSANA,TERSANA,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2007,Pasuruan,PASURUAN,PASURUAN,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2008,Dukuhwidara,DUKUHWIDARA,DUKUHWIDARA,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2009,Kalibuntu,KALIBUNTU,KALIBUNTU,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2010,Kalimukti,KALIMUKTI,KALIMUKTI,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2011,Sidaresmi,SIDARESMI,SIDARESMI,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2012,Babakan Losari,BABAKAN LOSARI,BABAKAN LOSARI,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.04.2013,Babakan Losari Lor,BABAKAN LOSARI LOR,BABAKAN LOSARI LOR,45193,45693,45193,different,different,match,api_matches_odj,yes,no,
32.09.05.2001,Cangkuang,CANGKUANG,CANGKUANG,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2002,Serang Wetan,SERANG WETAN,SERANG WETAN,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2003,Serang Kulon,SERANG KULON,SERANG KULON,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2005,Gembongan,GEMBONGAN,GEMBONGAN,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2007,Babakan,BABAKAN,BABAKAN,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2008,Bojonggebang,BOJONGGEBANG,BOJONGGEBANG,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2009,Sumber Kidul,SUMBER KIDUL,SUMBER KIDUL,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2010,Sumber Lor,SUMBER LOR,SUMBER LOR,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2011,Kudumulya,KUDUMULYA,KUDUMULYA,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2012,Kudukeras,KUDUKERAS,KUDUKERAS,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2013,Pakusamben,PAKUSAMBEN,PAKUSAMBEN,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.05.2014,Karangwangun,KARANGWANGUN,KARANGWANGUN,45191,45691,45191,different,different,match,api_matches_odj,yes,no,
32.09.06.2006,Tambelang,TAMBELANG,TAMBELANG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2011,Karangsuwung,KARANGSUWUNG,KARANGSUWUNG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2012,Karangtengah,KARANGTENGAH,KARANGTENGAH,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2013,Kalimeang,KALIMEANG,KALIMEANG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2014,Karangmalang,KARANGMALANG,KARANGMALANG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2015,Karangmekar,KARANGMEKAR,KARANGMEKAR,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2016,Kubangkarang,KUBANGKARANG,KUBANGKARANG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.06.2017,Karangsembung,KARANGSEMBUNG,KARANGSEMBUNG,45186,45686,45186,different,different,match,api_matches_odj,yes,no,
32.09.07.2001,Leuwidingding,LEUWIDINGDING,LEUWIDINGDING,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2002,Asem,ASEM,ASEM,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2003,Cipeujeuh Kulon,CIPEUJEUH KULON,CIPEUJEUH KULON,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2004,Cipeujeuh Wetan,CIPEUJEUH WETAN,CIPEUJEUH WETAN,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2005,Sindanglaut,SINDANGLAUT,SINDANGLAUT,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2007,Lemahabang,LEMAHABANG,LEMAHABANG,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2008,Sigong,SIGONG,SIGONG,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2009,Sarajaya,SARAJAYA,SARAJAYA,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2010,Picungpugur,PICUNGPUGUR,PICUNGPUGUR,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2011,Tuk Karangsuwung,TUK KARANGSUWUNG,TUK KARANGSUWUNG,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2012,Belawa,BELAWA,BELAWA,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.07.2013,Wangkelang,WANGKELANG,WANGKELANG,45183,45683,45183,different,different,match,api_matches_odj,yes,no,
32.09.09.2001,Karangwuni,KARANGWUNI,KARANGWUNI,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2002,Sedong Kidul,SEDONG KIDUL,SEDONG KIDUL,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2003,Sedong Lor,SEDONG LOR,SEDONG LOR,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2004,Windujaya,WINDUJAYA,WINDUJAYA,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2005,Winduhaji,WINDUHAJI,WINDUHAJI,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2006,Kertawangun,KERTAWANGUN,KERTAWANGUN,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2007,Penambangan (Panambangan),PENAMBANGAN,PENAMBANGAN,45189,45689,45189,different,different,match,api_matches_odj,yes,yes,
32.09.09.2008,Putat,PUTAT,PUTAT,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2009,Panongan,PANONGAN,PANONGAN,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.09.2010,Panongan Lor,PANONGAN LOR,PANONGAN LOR,45189,45689,45189,different,different,match,api_matches_odj,yes,no,
32.09.10.2004,Munjul,MUNJUL,MUNJUL,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2005,Sidamulya,SIDAMULYA,SIDAMULYA,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2006,Mertapada Kulon,MERTAPADA KULON,MERTAPADA KULON,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2007,Mertapada Wetan,MERTAPADA WETAN,MERTAPADA WETAN,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2008,Buntet,BUNTET,BUNTET,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2009,Kanci Kulon,KANCI KULON,KANCI KULON,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2010,Kanci,KANCI,KANCI,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2011,Astanajapura,ASTANAJAPURA,ASTANAJAPURA,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2012,Kendal,KENDAL,KENDAL,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2013,Japura Kidul,JAPURA KIDUL,JAPURA KIDUL,45181,45681,45181,different,different,match,api_matches_odj,yes,no,
32.09.10.2014,Japura Bakti (Japurabakti),JAPURA BAKTI,JAPURA BAKTI,45181,45681,45181,different,different,match,api_matches_odj,yes,yes,
32.09.11.2001,Getrakmoyan,GETRAKMOYAN,GETRAKMOYAN,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2002,Ender,ENDER,ENDER,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2003,Pangenan,PANGENAN,PANGENAN,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2004,Bendungan,BENDUNGAN,BENDUNGAN,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2005,Rawaurip,RAWAURIP,RAWAURIP,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2006,Beringin,BERINGIN,BERINGIN,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2007,Japura Lor,JAPURA LOR,JAPURA LOR,45182,45682,45182,different,different,match,api_matches_odj,yes,no,
32.09.11.2009,Astana Mukti (Astanamukti),ASTANA MUKTI,ASTANA MUKTI,45182,45682,45182,different,different,match,api_matches_odj,yes,yes,
32.09.12.2001,Setupatok,SETUPATOK,SETUPATOK,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2002,Penpen,PENPEN,PENPEN,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2004,Luwung,LUWUNG,LUWUNG,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2005,Waruduwur,WARUDUWUR,WARUDUWUR,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2006,Citemu,CITEMU,CITEMU,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2007,Bandengan,BANDENGAN,BANDENGAN,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2009,Suci,SUCI,SUCI,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2010,Banjarwangunan,BANJARWANGUNAN,BANJARWANGUNAN,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.12.2011,Pamengkang,PAMENGKANG,PAMENGKANG,45173,45673,45173,different,different,match,api_matches_odj,yes,no,
32.09.13.2001,Wanayasa,WANAYASA,WANAYASA,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2002,Sindangkasih,SINDANGKASIH,SINDANGKASIH,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2003,Sindanghayu,SINDANGHAYU,SINDANGHAYU,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2004,Ciawigajah,CIAWIGAJAH,CIAWIGAJAH,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2008,Cikancas,CIKANCAS,CIKANCAS,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2009,Halimpu,HALIMPU,HALIMPU,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2010,Cipinang,CIPINANG,CIPINANG,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2011,Beber,BEBER,BEBER,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2012,Patapan,PATAPAN,PATAPAN,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.13.2013,Kondangsari,KONDANGSARI,KONDANGSARI,45172,45672,45172,different,different,match,api_matches_odj,yes,no,
32.09.15.1006,Kaliwadas,KALIWADAS,KALIWADAS,45611,45616,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1007,Pasalakan,PASALAKAN,PASALAKAN,45611,45616,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1008,Watubelah,WATUBELAH,WATUBELAH,45611,45615,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1009,Pejambon,PEJAMBON,PEJAMBON,45611,45615,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1010,Gegunung,GEGUNUNG,GEGUNUNG,45611,45613,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1011,Kemantren,KEMANTREN,KEMANTREN,45611,45614,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1012,Sendang,SENDANG,SENDANG,45611,45614,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1013,Tukmudal,TUKMUDAL,TUKMUDAL,45611,45617,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.1014,Kenanga,KENANGA,KENANGA,45611,45617,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.2001,Matangaji,MATANGAJI,MATANGAJI,45611,45619,45611,different,different,match,api_matches_odj,yes,no,
32.09.15.2002,Sidawangi,SIDAWANGI,SIDAWANGI,45611,45618,45611,different,different,match,api_matches_odj,yes,no,
32.09.17.2002,Cilukrak,CILUKRAK,CILUKRAK,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2003,Kepuh,KEPUH,KEPUH,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2004,Balerante,BALERANTE,BALERANTE,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2005,Panongan,PANONGAN,PANONGAN,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2006,Beberan,BEBERAN,BEBERAN,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2007,Semplo,SEMPLO,SEMPLO,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2008,Palimanan Timur,PALIMANAN TIMUR,PALIMANAN TIMUR,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2011,Pegagan,PEGAGAN,PEGAGAN,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2012,Lungbenda,LUNGBENDA,LUNGBENDA,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2013,Ciawi,CIAWI,CIAWI,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2014,Tegalkarang,TEGALKARANG,TEGALKARANG,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.17.2015,Cengkuang,CENGKUANG,CENGKUANG,45160,45661,45161,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2001,Cempaka,CEMPAKA,CEMPAKA,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2002,Pamijahan,PAMIJAHAN,PAMIJAHAN,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2003,Lurah,LURAH,LURAH,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2004,Marikangen,MARIKANGEN,MARIKANGEN,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2005,Bode Lor,BODE LOR,BODE LOR,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2006,Bodesari,BODESARI,BODESARI,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2007,Gombang,GOMBANG,GOMBANG,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2008,Karangmulya,KARANGMULYA,KARANGMULYA,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2009,Karangasem,KARANGASEM,KARANGASEM,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2010,Plumbon,PLUMBON,PLUMBON,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2011,Purbawinangun,PURBAWINANGUN,PURBAWINANGUN,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2012,Kebarepan,KEBAREPAN,KEBAREPAN,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2013,Pasanggrahan,PASANGGRAHAN,PASANGGRAHAN,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2014,Kedungsana,KEDUNGSANA,KEDUNGSANA,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.18.2015,Danamulya,DANAMULYA,DANAMULYA,45158,45655,45155,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2001,Karangsari,KARANGSARI,KARANGSARI,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2002,Kertasari,KERTASARI,KERTASARI,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2005,Setu Wetan,SETU WETAN,SETU WETAN,45159,45644,45651,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2006,Setu Kulon,SETU KULON,SETU KULON,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2007,Weru Kidul,WERU KIDUL,WERU KIDUL,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2008,Weru Lor,WERU LOR,WERU LOR,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.19.2009,Tegalwangi,TEGALWANGI,TEGALWANGI,45159,45644,45154,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.20.2004,Kedungdawa,KEDUNGDAWA,KEDUNGDAWA,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2005,Kalikoa,KALIKOA,KALIKOA,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2006,Tuk,TUK,TUK,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2007,Kedungjaya,KEDUNGJAYA,KEDUNGJAYA,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2008,Kedawung,KEDAWUNG,KEDAWUNG,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2009,Kertawinangun,KERTAWINANGUN,KERTAWINANGUN,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2010,Sutawinangun,SUTAWINANGUN,SUTAWINANGUN,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.20.2011,Pilangsari,PILANGSARI,PILANGSARI,45153,45653,45153,different,different,match,api_matches_odj,yes,no,
32.09.22.2010,Kertasura,KERTASURA,KERTASURA,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2011,Pegagan Kidul,PEGAGAN KIDUL,PEGAGAN KIDUL,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2012,Pegaan Lor (Pegagan Lor),PEGAAN LOR,PEGAAN LOR,45152,45658,45152,different,different,match,api_matches_odj,yes,yes,
32.09.22.2013,Dukuh,DUKUH,DUKUH,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2014,Karangkendal,KARANGKENDAL,KARANGKENDAL,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2015,Grogol,GROGOL,GROGOL,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2016,Kapetakan,KAPETAKAN,KAPETAKAN,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2017,Bungko,BUNGKO,BUNGKO,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.22.2018,Bungko Lor,BUNGKO LOR,BUNGKO LOR,45152,45658,45152,different,different,match,api_matches_odj,yes,no,
32.09.23.2001,Serang,SERANG,SERANG,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2002,Klangenan,KLANGENAN,KLANGENAN,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2003,Danawinangun,DANAWINANGUN,DANAWINANGUN,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2007,Pakantingan (Pekantingan),PAKANTINGAN,PAKANTINGAN,45157,45656,45156,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.09.23.2008,Jemaras Kidul,JEMARAS KIDUL,JEMARAS KIDUL,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2009,Jemaras Lor,JEMARAS LOR,JEMARAS LOR,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2010,Slangit,SLANGIT,SLANGIT,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2011,Kreyo,KREYO,KREYO,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.23.2012,Bangodua,BANGODUA,BANGODUA,45157,45656,45156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.24.2001,Sende,SENDE,SENDE,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2002,Jungjang Wetan,JUNGJANG WETAN,JUNGJANG WETAN,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2003,Jungjang,JUNGJANG,JUNGJANG,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2004,Arjawinangun,ARJAWINANGUN,ARJAWINANGUN,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2005,Tegalgubug,TEGALGUBUG,TEGALGUBUG,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2006,Tegal Gubug Lor (Tegalgubug Lor),TEGAL GUBUG LOR,TEGAL GUBUG LOR,45162,45662,45162,different,different,match,api_matches_odj,yes,yes,
32.09.24.2007,Rawagatel,RAWAGATEL,RAWAGATEL,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2008,Karangsambung,KARANGSAMBUNG,KARANGSAMBUNG,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2009,Bulak,BULAK,BULAK,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2010,Geyongan,GEYONGAN,GEYONGAN,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.24.2011,Kebonturi,KEBONTURI,KEBONTURI,45162,45662,45162,different,different,match,api_matches_odj,yes,no,
32.09.25.2001,Kalianyar,KALIANYAR,KALIANYAR,45163,45663,45163,different,different,match,api_matches_odj,yes,no,
