queue_rank,spotcheck_id,spotcheck_priority,impact_row_count,selection_reason,triplet_cluster_id,district_cluster_id,district_cluster_size,province_code,province_name,city_code,city_name,district_code,district_name,village_code,village_name,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,unresolved_pattern,search_term,search_context,official_search_url,review_status,official_postal_code,matched_sources,evidence_checked_at,evidence_url,review_note
1,POS-49F6B3040293,P0_missing_source,10,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-A2DD5BB38B5B,DIST-8A10DCEBAD2D,10,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,32.07.37.2001,PASAWAHAN,46283,,46384,open_data_jabar_missing_api_diskominfo_different,PASAWAHAN,PASAWAHAN | BANJARANYAR | KAB. CIAMIS | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,observed_matches_source,46283,diskominfo,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,Selected manual query 'PASAWAHAN'; official result row matched Pasawahan / Banjaranyar / Kab. Ciamis / Jawa Barat. Evidence remains on hold and is not promoted automatically.
105,POS-A1BBBD5560F6,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0FE8DED266CB,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2006,SUKARESMI,16887,16830,16831,all_three_different,SUKARESMI,SUKARESMI | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
106,POS-C58BD61AA34D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-22840E8E3AF6,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2010,SUKAMAKMUR,16881,16830,16831,all_three_different,SUKAMAKMUR,SUKAMAKMUR | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
107,POS-DBA1951D7D30,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-69DDD7A9F05D,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2005,CIBADAK,16882,16830,16831,all_three_different,CIBADAK,CIBADAK | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
108,POS-63E21D040C34,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-97ECC8306E43,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2004,SUKAWANGI,16884,16830,16831,all_three_different,SUKAWANGI,SUKAWANGI | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
109,POS-CA1DDC3755EA,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-AB9C747E005F,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2003,SUKADAMAI,16886,16830,16831,all_three_different,SUKADAMAI,SUKADAMAI | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
110,POS-BE460E4756D3,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-ABC22EBBC3D6,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2008,SUKAHARJA,16885,16830,16831,all_three_different,SUKAHARJA,SUKAHARJA | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
111,POS-B01C8FCDD9C5,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-DC93B4AC757E,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2002,PABUARAN,16888,16830,16831,all_three_different,PABUARAN,PABUARAN | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
112,POS-DB83923E715E,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F2E942F7A4F5,DIST-CDECEF2B458C,10,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,32.01.09.2007,SUKAMULYA,16889,16830,16831,all_three_different,SUKAMULYA,SUKAMULYA | SUKAMAKMUR | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
113,POS-9145EB84E944,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-8BC6AF5BC07E,DIST-12672CFB40A6,10,32,JAWA BARAT,32.14,KAB. PURWAKARTA,32.14.14,CIBATU,32.14.14.2001,CIBATU,41183,44185,41182,all_three_different,CIBATU,CIBATU | CIBATU | KAB. PURWAKARTA | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
114,POS-0696F3FC6B0D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-01FA8AAB56CD,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2008,SUKAMULIH,16299,16660,16661,all_three_different,SUKAMULIH,SUKAMULIH | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
115,POS-B841A7C7781F,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-071FA5C3BE4C,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2003,SUKAJAYA,16291,16660,16661,all_three_different,SUKAJAYA,SUKAJAYA | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
116,POS-ECAA774CCE04,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-08853BB7F01A,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2010,URUG,16141,16660,16661,all_three_different,URUG,URUG | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
117,POS-F4892D301591,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-1BA19FBF84B1,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2007,HARKATJAYA,16296,16660,16661,all_three_different,HARKATJAYA,HARKATJAYA | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
118,POS-FABD9667CEE2,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-25F25E83BBD3,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2011,JAYARAHARJA,16836,16660,16661,all_three_different,JAYARAHARJA,JAYARAHARJA | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
119,POS-A4ACE09B4717,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5224C296E39C,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2005,CILEUKSA,16292,16660,16661,all_three_different,CILEUKSA,CILEUKSA | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
120,POS-206E8ED32868,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5EA6C7AE5D25,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2001,CISARUA,16293,16660,16661,all_three_different,CISARUA,CISARUA | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
121,POS-A63BB760605C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-A5AC1090CEFE,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2002,KIARASARI,16294,16660,16661,all_three_different,KIARASARI,KIARASARI | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
122,POS-815BB4517EAD,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-FDF14F3B18C0,DIST-8E5C43478AA9,9,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,32.01.35.2009,PASIR MADANG,16298,16660,16661,all_three_different,PASIR MADANG,PASIR MADANG | SUKAJAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
123,POS-C8225D9D1BFF,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-1EEB579C3602,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2001,TELUKJAMBE,41331,41361,41360,all_three_different,TELUKJAMBE,TELUKJAMBE | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
124,POS-833F518AB1AB,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-20D90514E0A8,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2004,PUSEURJAYA,41334,41361,41360,all_three_different,PUSEURJAYA,PUSEURJAYA | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
125,POS-BA0FF5FB23AE,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-4598A2C31BD9,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2011,PURWADANA,41338,41361,41360,all_three_different,PURWADANA,PURWADANA | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
126,POS-B70681205A2A,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-7980602C8D52,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2003,SIRNABAYA,41333,41361,41360,all_three_different,SIRNABAYA,SIRNABAYA | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
127,POS-CB2004D74FE7,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-80DE470FAA12,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2006,WADAS,41337,41361,41360,all_three_different,WADAS,WADAS | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
128,POS-97B5EA6107CE,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-85D380FE36FF,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2012,SUKAMAKMUR,41339,41361,41360,all_three_different,SUKAMAKMUR,SUKAMAKMUR | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
129,POS-22F2F2964ED9,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-9412E6C98AE2,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2002,SUKAHARJA,41336,41361,41360,all_three_different,SUKAHARJA,SUKAHARJA | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
130,POS-E22FC4BC0E97,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-CE93B76ED42C,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2019,PINAYUNGAN,41332,41361,41360,all_three_different,PINAYUNGAN,PINAYUNGAN | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
131,POS-C66B01C6AE8C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-D05C4BC3A652,DIST-8E4D96D8AC70,9,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,32.15.03.2005,SUKALUYU,41335,41361,41360,all_three_different,SUKALUYU,SUKALUYU | TELUKJAMBE TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
132,POS-BB1B649507D6,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0D9C18225590,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2004,ANTAJAYA,16854,16840,16841,all_three_different,ANTAJAYA,ANTAJAYA | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
133,POS-8B946DA22FEE,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5DA6B9C10A7F,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2002,SELAWANGI,16858,16840,16841,all_three_different,SELAWANGI,SELAWANGI | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
134,POS-17BB20EA8D2E,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-67C0086FB929,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2006,CIBADAK,16857,16840,16841,all_three_different,CIBADAK,CIBADAK | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
135,POS-7D882407E929,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-716083294C4F,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2005,PASIR TANJUNG,16855,16840,16841,all_three_different,PASIR TANJUNG,PASIR TANJUNG | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
136,POS-9DC305AF3C57,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-AE07D8CB4FDC,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2007,SUKARASA,16859,16840,16841,all_three_different,SUKARASA,SUKARASA | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
137,POS-63CF85B47E4D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F368CC37DF6A,DIST-0F2B51876381,8,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,32.01.36.2009,BUANAJAYA,16853,16840,16841,all_three_different,BUANAJAYA,BUANAJAYA | TANJUNGSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
138,POS-FECB6824DD51,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0242591226A7,DIST-0FF2E8834337,8,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.29,PURWASARI,32.15.29.2001,DARAWOLONG,41376,41371,41377,all_three_different,DARAWOLONG,DARAWOLONG | PURWASARI | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
139,POS-B7EFD69F5A80,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-212BED532B55,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2004,WALUYA,17837,17530,17534,all_three_different,WALUYA,WALUYA | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
140,POS-AE22C072FBE4,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-4BA8CCD54446,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2011,WANGUNHARJA,17833,17530,17534,all_three_different,WANGUNHARJA,WANGUNHARJA | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
141,POS-96C3FB951F1E,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5FD8D7743ABE,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2001,CIKARANGKOTA,17831,17530,17534,all_three_different,CIKARANGKOTA,CIKARANGKOTA | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
142,POS-AB10CBC78A12,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-77D0411FFF37,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2007,SIMPANGAN,17836,17530,17534,all_three_different,SIMPANGAN,SIMPANGAN | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
143,POS-5DFF9F54D02C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-BBEA7A6D26FD,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2010,MEKARMUKTI,17834,17530,17534,all_three_different,MEKARMUKTI,MEKARMUKTI | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
144,POS-3FE86260A77D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-E84D8F6B38E5,DIST-366FDDEFA12C,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.09,CIKARANG UTARA,32.16.09.2008,TANJUNGSARI,17838,17530,17534,all_three_different,TANJUNGSARI,TANJUNGSARI | CIKARANG UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
145,POS-DA0545C0AD1E,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-434ECE5B7C7D,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2003,HEGARMANAH,17824,17530,17533,all_three_different,HEGARMANAH,HEGARMANAH | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
146,POS-D746ED4F2EA4,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5285A325CCA7,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2002,CIPAYUNG,17825,17530,17533,all_three_different,CIPAYUNG,CIPAYUNG | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
147,POS-9DDE2AA032FD,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-56CD02390B84,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.1007,SERTAJAYA,17823,17530,17533,all_three_different,SERTAJAYA,SERTAJAYA | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
148,POS-D37DDC160859,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-6000ED8A3EF1,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2008,KARANGSARI,17828,17530,17533,all_three_different,KARANGSARI,KARANGSARI | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
149,POS-29366AF70F2C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-701576B1EA5A,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2006,LABANSARI,17826,17530,17533,all_three_different,LABANSARI,LABANSARI | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
150,POS-768749C0ABBD,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-881C918C525E,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2004,JATIREJA,17822,17530,17533,all_three_different,JATIREJA,JATIREJA | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
151,POS-6FC01271A0D2,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-92C9798B3540,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2005,JATIBARU,17821,17530,17533,all_three_different,JATIBARU,JATIBARU | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
152,POS-0CF974ED310B,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-E425FC1D2687,DIST-43C263C3A112,8,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.11,CIKARANG TIMUR,32.16.11.2001,TANJUNGBARU,17827,17530,17533,all_three_different,TANJUNGBARU,TANJUNGBARU | CIKARANG TIMUR | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
153,POS-2AF652BB69E5,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-41CD6C081027,DIST-724EB5F71DA0,7,32,JAWA BARAT,32.05,KAB. GARUT,32.05.21,SUKARESMI,32.05.21.2007,SUKALILAH,44185,44163,44154,all_three_different,SUKALILAH,SUKALILAH | SUKARESMI | KAB. GARUT | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
154,POS-57AF01729919,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5326DE9D5F29,DIST-724EB5F71DA0,7,32,JAWA BARAT,32.05,KAB. GARUT,32.05.21,SUKARESMI,32.05.21.2001,SUKARESMI,44155,42265,44154,all_three_different,SUKARESMI,SUKARESMI | SUKARESMI | KAB. GARUT | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
155,POS-88AFF853884A,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-61EB9AC23991,DIST-7A278782B60A,7,32,JAWA BARAT,32.09,KAB. CIREBON,32.09.19,WERU,32.09.19.2005,SETU WETAN,45644,45651,45159,all_three_different,SETU WETAN,SETU WETAN | WERU | KAB. CIREBON | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
156,POS-014ACB2F51D0,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-4C19084936F5,DIST-F68BEDF212F6,7,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.24,SUKASARI,32.13.24.2004,MANDALAWANGI,41268,41256,41250,all_three_different,MANDALAWANGI,MANDALAWANGI | SUKASARI | KAB. SUBANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
157,POS-A19AFEE01E48,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-74E84D7B446E,DIST-F68BEDF212F6,7,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.24,SUKASARI,32.13.24.2007,SUKASARI,41268,45366,41250,all_three_different,SUKASARI,SUKASARI | SUKASARI | KAB. SUBANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
